ESTU_CONSECUTIVO,PUNT_GLOBAL_PREDIC
EK202310139882,141.8
EK202310206869,135.9
EK202310192874,137.5
EK202310216134,138.25
EK202310203212,144.25
EK202310156888,150.4
EK202310182240,149.2
EK202310141092,154.4
EK202310124359,128.9
EK202310152947,128.7
EK202310114595,140.75
EK202310146656,127.85
EK202310223051,128.6
EK202310134381,125.0
EK202310208234,146.9
EK202310169332,173.5
EK202310103907,143.1
EK202310143678,143.75
EK202310114762,138.4
EK202310120679,138.6
EK202310153376,154.75
EK202310207113,136.1
EK202310229661,126.95
EK202310219333,180.65
EK202310131040,128.3
EK202310120192,143.65
EK202310114032,138.15
EK202310178367,154.05
EK202310195835,149.85
EK202310154385,132.3
EK202310215393,178.2
EK202310107773,144.65
EK202310164250,153.0
EK202310158284,145.95
EK202310181120,148.45
EK202320007585,128.95
EK202310182248,149.3
EK202310178445,165.35
EK202310151607,155.45
EK202310114270,132.8
EK202310237697,129.55
EK202310141166,140.55
EK202310153773,157.25
EK202310129425,158.55
EK202310114483,132.75
EK202310235872,136.35
EK202310140448,118.9
EK202310140940,154.45
EK202310173832,140.3
EK202310131844,146.3
EK202310236956,129.9
EK202310166354,156.5
EK202310122182,146.4
EK202310212213,136.95
EK202310165400,169.3
EK202310148714,130.35
EK202310126880,160.45
EK202310191702,128.05
EK202310161903,140.55
EK202310223034,132.05
EK202310188051,172.1
EK202310205595,131.9
EK202310171306,127.55
EK202310246135,138.5
EK202310210097,171.7
EK202310191192,161.15
EK202310216619,140.05
EK202310153794,157.05
EK202310122914,174.95
EK202310122058,132.75
EK202310138004,122.55
EK202310221367,177.8
EK202310158770,156.6
EK202310145695,133.2
EK202310125582,130.1
EK202310136243,133.55
EK202310194117,135.75
EK202310107078,139.9
EK202310190139,153.1
EK202310156770,144.3
EK202310178929,120.55
EK202310164953,150.0
EK202310118034,136.1
EK202310227978,138.4
EK202310144597,125.75
EK202310176112,161.15
EK202310162357,147.95
EK202310176897,161.7
EK202310134145,132.5
EK202310129907,126.95
EK202310229306,137.2
EK202310198497,124.1
EK202310163561,142.65
EK202310221369,162.2
EK202310176645,145.45
EK202310157146,163.55
EK202310120273,162.05
EK202310192592,140.55
EK202310169221,162.55
EK202310191453,148.75
EK202310131848,144.95
EK202310127626,138.95
EK202310213244,147.65
EK202310137030,121.25
EK202310146412,136.2
EK202310173918,168.15
EK202310161898,176.05
EK202310106892,130.35
EK202310110349,129.5
EK202310209540,135.3
EK202310191336,141.1
EK202310114498,138.75
EK202310181006,162.2
EK202310212668,132.9
EK202310158230,149.0
EK202310004318,116.65
EK202310247144,140.4
EK202310107710,137.9
EK202310228147,132.35
EK202310143106,142.55
EK202310167345,136.25
EK202310208077,134.8
EK202320006983,139.3
EK202310243790,150.9
EK202310126443,129.2
EK202310245699,138.4
EK202310194114,145.65
EK202310195998,170.6
EK202310198935,147.95
EK202310164465,148.15
EK202310181559,140.45
EK202310194595,186.75
EK202310158381,142.2
EK202310155757,131.95
EK202310180220,156.25
EK202310179540,144.8
EK202310161312,132.35
EK202310185555,145.8
EK202310186696,138.3
EK202310161004,135.1
EK202310124318,138.5
EK202310162537,160.85
EK202310246753,143.55
EK202310225958,131.45
EK202310186853,149.95
EK202310171921,162.3
EK202310114970,134.15
EK202310215111,162.45
EK202310211062,142.25
EK202310189772,176.05
EK202310136766,139.8
EK202310126300,134.8
EK202310221810,145.15
EK202310204369,136.3
EK202310169470,162.15
EK202310189339,137.9
EK202310190063,154.15
EK202310220996,131.7
EK202310164885,132.3
EK202310191557,142.5
EK202310210576,142.5
EK202320006385,144.05
EK202310192386,133.7
EK202310129301,141.15
EK202310212266,135.95
EK202310248678,127.9
EK202310121007,137.55
EK202310158409,140.35
EK202310230262,146.9
EK202310105099,134.05
EK202310225197,136.25
EK202310141113,134.15
EK202310112350,136.9
EK202310220805,143.05
EK202310220038,126.35
EK202310153113,143.0
EK202320006647,171.45
EK202310145953,149.35
EK202310209351,132.25
EK202310202126,151.05
EK202310191102,155.65
EK202310127097,145.05
EK202310126540,130.8
EK202310202419,155.7
EK202310116857,139.0
EK202320006346,126.65
EK202310216539,133.15
EK202310224958,143.7
EK202310222877,161.25
EK202310104924,158.5
EK202310230930,143.2
EK202310176678,156.45
EK202310144934,148.3
EK202310148649,154.35
EK202310168500,169.45
EK202310150427,136.75
EK202310205648,137.3
EK202310159787,135.25
EK202310131529,143.6
EK202310173679,144.75
EK202310216340,126.1
EK202310113807,156.95
EK202310189797,149.65
EK202310172848,141.85
EK202320007206,139.45
EK202310183124,141.5
EK202310202871,176.15
EK202310195901,151.25
EK202310108242,133.8
EK202310209662,134.25
EK202310186506,148.65
EK202310241427,139.25
EK202310104646,139.1
EK202310110500,153.35
EK202310140229,137.4
EK202310197951,138.85
EK202310204251,133.05
EK202310218413,125.8
EK202310111117,178.0
EK202310153521,146.55
EK202310163012,151.8
EK202310238189,160.9
EK202310139597,168.2
EK202310239588,138.1
EK202310197135,145.25
EK202310105473,156.15
EK202310142438,172.25
EK202310238026,147.6
EK202310194838,133.15
EK202310218361,141.9
EK202310192741,151.9
EK202310193265,131.25
EK202310216986,139.35
EK202310230537,147.5
EK202310119794,152.95
EK202310170043,141.75
EK202310108833,133.2
EK202310161240,135.95
EK202310234010,143.0
EK202310109182,138.7
EK202310230972,127.35
EK202310149335,131.6
EK202310107970,136.35
EK202310149458,142.0
EK202310144815,124.2
EK202310155738,152.3
EK202310204043,143.65
EK202310150762,128.45
EK202310177738,144.9
EK202310156587,137.3
EK202310157016,148.45
EK202310206235,144.25
EK202310220646,141.95
EK202310173733,146.5
EK202310245161,147.1
EK202310246615,135.05
EK202310107283,137.6
EK202310172948,140.8
EK202310223104,152.2
EK202310137920,133.4
EK202310237485,140.05
EK202310185339,162.95
EK202310150373,141.7
EK202310181031,133.7
EK202310246036,136.15
EK202310211321,137.35
EK202310166021,133.7
EK202310104995,132.75
EK202310154804,145.4
EK202310207957,141.8
EK202310115976,142.9
EK202310146527,154.05
EK202310241764,161.1
EK202310242749,141.45
EK202310174079,155.25
EK202310246052,141.7
EK202310224322,130.95
EK202310136529,114.35
EK202320005962,184.65
EK202310220450,147.55
EK202310212212,130.0
EK202310153182,151.5
EK202310105480,132.5
EK202310125339,138.6
EK202310237988,151.0
EK202310159218,141.0
EK202310178861,131.65
EK202310146447,136.7
EK202310242533,134.75
EK202310239148,135.6
EK202310206069,168.6
EK202310209438,143.6
EK202310203458,131.15
EK202310139769,124.15
EK202310192295,132.75
EK202310213849,157.95
EK202310117386,132.25
EK202310148126,144.6
EK202310141622,143.65
EK202310203974,167.3
EK202310124862,133.7
EK202310238082,157.2
EK202310131352,135.0
EK202310123750,165.7
EK202310165127,128.3
EK202310166390,162.05
EK202310245131,135.05
EK202310191228,149.15
EK202310218338,130.3
EK202310229880,138.15
EK202310139618,154.05
EK202310166418,128.75
EK202310114847,136.55
EK202310129128,136.8
EK202310129085,128.1
EK202310208641,163.4
EK202310241385,139.9
EK202310231427,136.7
EK202310183819,160.8
EK202310103894,156.4
EK202310115562,143.9
EK202310153110,135.35
EK202310107637,139.1
EK202310003429,119.45
EK202310141699,156.95
EK202310200793,137.5
EK202310107984,149.65
EK202310113752,150.35
EK202310136157,127.85
EK202310207954,143.75
EK202310135579,149.45
EK202310166104,151.45
EK202310127366,167.35
EK202310121696,126.7
EK202310138993,136.65
EK202310207033,136.2
EK202310122660,116.15
EK202310132081,141.6
EK202310198420,127.55
EK202310144336,127.3
EK202310238656,160.65
EK202310230161,127.85
EK202310202206,143.6
EK202310213571,136.3
EK202310203092,137.25
EK202310194418,148.35
EK202310128430,160.1
EK202310225153,170.2
EK202310160344,126.9
EK202310130554,125.85
EK202310165569,177.1
EK202310199349,133.5
EK202310129160,185.95
EK202310169725,172.6
EK202310160348,151.05
EK202310126901,129.7
EK202310199923,123.85
EK202310214691,140.15
EK202310202989,168.3
EK202310117244,149.7
EK202310162223,166.75
EK202310178451,167.6
EK202310233563,135.55
EK202310109378,181.7
EK202310177478,142.45
EK202310109053,141.9
EK202310125187,135.4
EK202320005814,138.95
EK202310211630,135.1
EK202310156552,169.8
EK202310148023,164.45
EK202310166593,161.3
EK202310215548,160.6
EK202310111952,135.1
EK202310187710,136.5
EK202310157541,146.45
EK202310171275,157.75
EK202310113025,136.25
EK202310197258,172.5
EK202310112846,136.8
EK202310127206,149.25
EK202310115243,142.6
EK202310124158,136.55
EK202310145344,150.45
EK202310115574,140.4
EK202310157721,177.1
EK202310122313,134.3
EK202310139139,181.05
EK202310225769,147.0
EK202310238365,132.6
EK202310237637,135.55
EK202310109616,142.85
EK202310133259,143.35
EK202310228157,147.0
EK202310198466,155.15
EK202310106809,152.7
EK202310165950,169.6
EK202310128641,155.75
EK202310148916,146.15
EK202310114147,148.65
EK202310232304,136.3
EK202310188415,151.15
EK202310232540,140.5
EK202310207576,137.05
EK202310231963,147.3
EK202310229805,137.15
EK202310161625,137.25
EK202310223364,144.55
EK202310145207,148.85
EK202310154942,137.0
EK202310177414,166.6
EK202310151135,162.75
EK202320005867,152.65
EK202310199483,147.2
EK202310193069,144.75
EK202310231001,127.6
EK202310153397,134.65
EK202320006411,133.0
EK202310178129,133.1
EK202310158178,142.9
EK202320006728,165.8
EK202310168603,152.25
EK202310188957,141.8
EK202310134962,156.45
EK202320006232,162.25
EK202310216197,156.85
EK202310205473,126.45
EK202310177138,149.35
EK202310003578,124.9
EK202310125915,150.35
EK202310163847,126.1
EK202310175723,127.5
EK202310167304,135.1
EK202310231580,133.3
EK202310224672,133.95
EK202310231849,158.8
EK202310118283,161.3
EK202310108021,131.4
EK202310244191,149.15
EK202310176446,155.75
EK202310153144,152.05
EK202310192762,131.25
EK202310155944,130.6
EK202310122042,132.3
EK202310139279,133.5
EK202310124333,151.6
EK202310222309,129.3
EK202310237489,133.9
EK202310225285,146.7
EK202310205925,147.0
EK202310146849,132.45
EK202310155584,133.8
EK202310127840,151.0
EK202310159012,125.2
EK202310171367,146.4
EK202310179659,142.65
EK202310147533,143.95
EK202310134101,130.2
EK202310167244,145.8
EK202310134522,129.45
EK202310188890,153.8
EK202310152081,153.2
EK202310168749,130.45
EK202310185345,150.5
EK202310212863,146.0
EK202310104615,129.15
EK202310188714,131.75
EK202310148084,143.05
EK202310211875,144.5
EK202310134441,152.35
EK202310187368,135.3
EK202310142139,131.6
EK202310216736,174.7
EK202310148523,155.75
EK202310177638,138.7
EK202310191439,144.0
EK202310184957,171.7
EK202310229730,129.85
EK202310171653,138.75
EK202310119614,135.35
EK202310193277,133.9
EK202310221106,133.4
EK202310196517,136.7
EK202310186815,141.0
EK202310118791,142.05
EK202310236202,141.95
EK202310121642,154.75
EK202310228637,127.75
EK202310171042,150.05
EK202310218012,138.15
EK202310238955,135.65
EK202310169993,164.8
EK202310227859,148.85
EK202310175628,141.9
EK202310225536,130.8
EK202310194964,133.85
EK202310170946,118.55
EK202310201972,131.8
EK202310204049,130.85
EK202310238497,137.0
EK202310231256,144.95
EK202310231579,122.6
EK202310174311,132.75
EK202310192651,132.6
EK202310114496,136.1
EK202310230770,128.7
EK202310242388,143.05
EK202310114424,148.85
EK202310166798,159.35
EK202310246359,133.85
EK202310165038,122.6
EK202310197955,141.1
EK202310121307,156.4
EK202310151932,152.5
EK202310242488,127.85
EK202310105346,139.45
EK202310133118,146.2
EK202310125218,134.65
EK202310104440,133.75
EK202310238581,160.35
EK202310128830,130.05
EK202310111289,125.5
EK202310218154,147.7
EK202310184481,153.8
EK202310151857,149.3
EK202310107393,149.3
EK202310150289,149.55
EK202310113235,144.35
EK202310154628,155.35
EK202310183234,123.85
EK202310193060,146.6
EK202310142940,129.65
EK202310177291,152.5
EK202310214941,139.05
EK202310123810,137.55
EK202310234861,148.25
EK202310166088,177.45
EK202310175230,130.4
EK202310173351,156.4
EK202310246599,142.95
EK202310121468,133.8
EK202310115870,132.05
EK202310122689,136.05
EK202310104457,152.35
EK202310239958,141.15
EK202310108834,139.05
EK202310242150,141.15
EK202310127460,148.85
EK202310150161,130.3
EK202310220593,143.6
EK202310208892,147.7
EK202310116640,157.8
EK202310228102,129.2
EK202310178599,138.85
EK202310211615,137.55
EK202310208762,144.55
EK202310118517,138.9
EK202310187114,140.25
EK202310119172,140.75
EK202310131645,156.45
EK202310106254,139.1
EK202310132336,129.75
EK202310226404,145.85
EK202310196510,139.1
EK202310116508,124.05
EK202310188534,155.85
EK202310177793,135.9
EK202310206591,153.8
EK202310192097,143.2
EK202310119525,139.45
EK202310168918,141.35
EK202310004052,166.0
EK202310155004,114.25
EK202310113224,129.65
EK202310168827,155.05
EK202310151452,139.8
EK202310233171,149.4
EK202310189316,130.7
EK202310165015,124.1
EK202310191520,125.2
EK202310154021,156.1
EK202310142035,137.8
EK202310136677,157.6
EK202310193692,143.95
EK202310217638,131.45
EK202310152626,147.85
EK202310130527,133.6
EK202310219621,128.7
EK202310117231,137.0
EK202310184541,163.95
EK202310123337,153.2
EK202310004825,174.85
EK202310004105,138.75
EK202310222141,136.25
EK202310223687,124.25
EK202310004753,135.5
EK202310138231,145.1
EK202310230297,170.5
EK202310123109,129.95
EK202310118394,133.0
EK202310236285,152.75
EK202310142984,149.6
EK202310228922,131.45
EK202310180656,179.05
EK202310198343,136.55
EK202310213613,132.8
EK202310143759,142.25
EK202310243098,155.25
EK202310140826,154.5
EK202310219432,128.3
EK202310235984,130.95
EK202310112132,146.0
EK202310207139,156.3
EK202310123515,136.6
EK202310147539,138.65
EK202310201614,165.55
EK202310242651,143.2
EK202310116831,135.9
EK202310142528,156.4
EK202310158275,139.1
EK202310119240,149.25
EK202310189798,152.1
EK202310140182,131.35
EK202310104020,125.85
EK202310144562,157.95
EK202310211897,140.85
EK202310209649,156.75
EK202310224584,133.3
EK202310149915,169.0
EK202310205659,134.1
EK202310150345,147.25
EK202310228952,130.7
EK202310126648,131.55
EK202310243579,135.5
EK202310164006,150.05
EK202310108668,148.25
EK202310137775,127.55
EK202310233150,138.35
EK202310152386,149.25
EK202310166882,148.4
EK202310231895,140.7
EK202310170539,154.65
EK202310115226,143.7
EK202310214376,132.35
EK202310137712,127.2
EK202310186209,138.3
EK202310205015,127.55
EK202310106040,136.15
EK202310170557,148.7
EK202310201318,130.15
EK202310230025,133.85
EK202310112264,136.9
EK202310187559,163.15
EK202310126729,148.3
EK202310208910,129.75
EK202310131942,136.9
EK202310154020,142.9
EK202310245865,145.75
EK202310192165,149.0
EK202310172699,138.35
EK202310157236,163.25
EK202310131791,140.85
EK202310200367,140.1
EK202310152638,130.5
EK202310229854,134.1
EK202310176423,145.3
EK202310229737,133.1
EK202310203806,131.65
EK202310115409,121.6
EK202310118234,127.1
EK202310140636,171.0
EK202310240942,129.75
EK202310197687,172.45
EK202310124485,138.45
EK202310144257,140.9
EK202310218871,137.8
EK202310210772,133.8
EK202310195971,172.25
EK202310135577,138.15
EK202310203323,149.9
EK202310128855,124.25
EK202310209533,151.6
EK202310174860,149.15
EK202310132988,131.85
EK202310210555,129.65
EK202310229724,141.9
EK202310159406,143.05
EK202310206212,139.5
EK202310105258,148.75
EK202310197230,182.2
EK202310146776,136.15
EK202310171620,124.0
EK202310241357,136.15
EK202310138908,133.0
EK202310144141,174.3
EK202310183530,154.75
EK202310241996,128.85
EK202310143198,141.45
EK202310240754,151.15
EK202310120793,147.5
EK202310152995,147.95
EK202310168076,139.9
EK202310194434,164.6
EK202310231667,133.7
EK202310117230,129.35
EK202310188291,149.5
EK202310149424,151.95
EK202310128832,126.15
EK202310196168,165.0
EK202310197883,174.15
EK202310138276,155.65
EK202310170757,139.9
EK202310191340,137.6
EK202310145811,144.95
EK202310227194,141.05
EK202310111485,145.3
EK202310157083,172.9
EK202310171852,163.05
EK202310207366,140.65
EK202310145654,137.3
EK202310108850,148.8
EK202310231758,143.5
EK202310144301,136.9
EK202310201304,144.35
EK202310178159,137.15
EK202310239482,147.9
EK202310144262,136.05
EK202310143929,139.65
EK202310235952,117.95
EK202310183241,143.2
EK202310189101,184.55
EK202310171584,139.5
EK202310131328,133.15
EK202310226641,136.8
EK202310166552,147.8
EK202310196910,156.6
EK202310166692,142.05
EK202310184651,185.05
EK202310194347,136.45
EK202310208716,138.45
EK202310187760,147.05
EK202310243524,134.85
EK202310155787,128.85
EK202310114204,159.45
EK202310160396,163.75
EK202310172512,169.0
EK202310157332,146.3
EK202310209704,130.6
EK202310154943,137.85
EK202310189036,140.0
EK202310133173,145.65
EK202310130199,162.05
EK202310182622,156.3
EK202310167778,148.6
EK202310163301,139.4
EK202310184220,125.95
EK202310172679,150.95
EK202310171532,139.4
EK202310200942,150.45
EK202310141847,146.2
EK202310122343,139.25
EK202310174760,126.8
EK202310225953,135.05
EK202310159867,153.85
EK202310174529,142.65
EK202310239197,133.15
EK202310142275,130.95
EK202310235069,142.55
EK202310173910,142.1
EK202310155908,145.9
EK202310221001,134.25
EK202310113086,130.25
EK202310200755,163.6
EK202310152545,177.25
EK202310185434,145.8
EK202310110043,144.25
EK202310116474,146.45
EK202310203902,134.75
EK202310157771,134.5
EK202310209652,160.25
EK202310115313,135.55
EK202310149967,146.1
EK202310226488,135.45
EK202310004820,150.6
EK202310240136,135.55
EK202310201496,166.3
EK202310224644,142.3
EK202310168634,140.65
EK202310120438,154.7
EK202310104992,136.85
EK202310152772,153.1
EK202310189045,132.1
EK202310180854,144.05
EK202310162939,134.35
EK202310202787,159.7
EK202310132425,133.55
EK202310106638,135.8
EK202310130488,160.5
EK202310216320,175.7
EK202310174034,138.2
EK202310167069,149.0
EK202310119791,149.25
EK202310191561,148.35
EK202310141924,147.05
EK202310155116,136.5
EK202310194530,158.5
EK202310148342,147.7
EK202310115218,127.95
EK202310208496,131.95
EK202310242665,141.45
EK202310247657,136.75
EK202310228469,140.65
EK202310233886,142.15
EK202310169400,140.6
EK202310161344,160.7
EK202310236712,131.8
EK202310118866,167.1
EK202310221584,150.95
EK202310107825,131.1
EK202310110196,127.2
EK202310159979,152.4
EK202310195875,136.2
EK202310163166,149.8
EK202310206462,150.9
EK202310109481,140.5
EK202310245477,142.5
EK202310129738,164.6
EK202320005730,156.65
EK202310104244,148.55
EK202310227658,132.9
EK202310227290,156.95
EK202310201250,144.3
EK202310170654,141.0
EK202310225211,145.2
EK202310181404,148.75
EK202310175856,132.35
EK202310167250,145.0
EK202310225198,132.0
EK202310247108,143.85
EK202310228244,132.8
EK202310206266,140.6
EK202310215876,142.8
EK202310130596,128.75
EK202310224249,128.3
EK202310154491,133.55
EK202310233669,137.6
EK202310111293,143.45
EK202310120077,119.45
EK202310190354,141.55
EK202310180848,137.2
EK202310206991,130.55
EK202310127954,133.1
EK202310125079,133.2
EK202310211424,149.75
EK202310134279,140.9
EK202310206851,136.5
EK202310164397,148.95
EK202310235148,141.3
EK202310190060,189.35
EK202310240587,140.1
EK202310234152,142.35
EK202310161209,165.25
EK202310187254,141.55
EK202310219785,146.7
EK202310160063,145.0
EK202310225782,164.35
EK202310166126,131.3
EK202310104397,138.0
EK202310195068,139.25
EK202310148964,149.65
EK202310105544,137.65
EK202310190157,132.5
EK202310177029,137.0
EK202310134822,157.2
EK202310188505,143.45
EK202310131430,160.35
EK202310197663,164.85
EK202310150719,147.55
EK202310004834,136.1
EK202310200921,129.75
EK202320005684,140.3
EK202310179009,125.9
EK202310248177,141.05
EK202310132766,127.05
EK202310237026,143.85
EK202310193021,131.75
EK202310190757,134.65
EK202310173200,131.05
EK202310219771,133.5
EK202310109597,156.0
EK202310206771,158.0
EK202310127671,165.35
EK202310167676,138.7
EK202310232944,121.7
EK202310168061,165.1
EK202310105714,134.9
EK202310147632,158.45
EK202310244606,147.65
EK202310118560,144.1
EK202310194271,130.8
EK202310142720,174.7
EK202310166900,181.7
EK202310164794,163.8
EK202310115042,123.05
EK202310174373,124.55
EK202310214507,171.95
EK202310223225,147.7
EK202310107151,141.5
EK202310189175,175.4
EK202310161808,129.8
EK202310121994,133.1
EK202310219449,132.15
EK202310136206,129.0
EK202310111739,143.65
EK202310229388,150.5
EK202310224978,140.3
EK202310149730,127.3
EK202310163504,147.3
EK202310156148,131.65
EK202310150249,128.8
EK202310224329,142.15
EK202310147011,150.95
EK202310192326,137.8
EK202310245006,130.0
EK202310224053,137.5
EK202310228581,134.1
EK202310113047,129.25
EK202310149808,180.65
EK202310175027,119.05
EK202310234758,142.4
EK202310175412,130.0
EK202310132176,150.45
EK202310205739,143.05
EK202310153994,128.7
EK202310200714,146.7
EK202310247869,132.45
EK202310186589,145.15
EK202310145135,145.45
EK202310193164,182.9
EK202310222960,135.6
EK202310116552,138.2
EK202310123971,183.9
EK202310113406,161.3
EK202310234777,142.8
EK202310109531,123.15
EK202310186502,135.9
EK202310190436,148.95
EK202310198804,177.05
EK202310188371,160.65
EK202310189870,168.5
EK202310179411,133.95
EK202310233363,142.6
EK202310104971,126.85
EK202310191357,137.5
EK202310172762,147.35
EK202310199936,131.95
EK202310153452,135.4
EK202310160325,158.8
EK202310240026,132.05
EK202310134117,125.8
EK202310214971,127.65
EK202310210492,131.1
EK202310200943,153.35
EK202310233114,141.35
EK202310209755,134.7
EK202310114040,134.5
EK202310231262,140.9
EK202310196982,164.9
EK202310168935,167.5
EK202310209663,134.9
EK202310171963,170.4
EK202310128429,166.95
EK202310243988,132.3
EK202310131432,125.8
EK202310170157,148.9
EK202310135062,154.5
EK202310180073,170.55
EK202310154392,155.35
EK202310211600,137.95
EK202310221370,150.45
EK202310135902,121.95
EK202310248071,141.5
EK202310140056,144.75
EK202310113087,164.35
EK202310140280,142.8
EK202310231029,135.0
EK202310003876,131.7
EK202310110872,141.1
EK202310110803,139.95
EK202310234005,147.4
EK202310195582,134.4
EK202310216699,120.5
EK202310161870,156.55
EK202310207634,141.0
EK202310154729,138.4
EK202310119219,144.45
EK202310216260,131.0
EK202310241741,147.55
EK202310127099,133.5
EK202310142543,159.1
EK202310159437,149.5
EK202310139226,131.45
EK202310145866,142.6
EK202310240067,149.2
EK202310242685,131.7
EK202310158289,129.95
EK202310145943,145.4
EK202310196762,160.5
EK202310141743,166.9
EK202310222881,133.65
EK202310170624,123.15
EK202310139072,157.7
EK202310168507,144.5
EK202310141768,158.4
EK202310111130,125.3
EK202310217027,154.05
EK202310224945,150.15
EK202310188108,129.45
EK202310200577,183.7
EK202310152955,149.25
EK202310184966,157.95
EK202310133181,132.15
EK202310209985,135.7
EK202310195572,136.0
EK202310199966,132.3
EK202310109052,134.4
EK202310173422,140.75
EK202310216493,140.4
EK202310234480,136.3
EK202310239882,137.05
EK202310151506,181.15
EK202310231481,116.05
EK202310173660,125.65
EK202310124885,134.7
EK202310226112,142.05
EK202310169770,160.95
EK202310112146,158.2
EK202310126447,137.8
EK202310197865,153.05
EK202310144993,133.5
EK202320007830,138.4
EK202310134803,132.2
EK202310247257,145.7
EK202310189213,167.9
EK202310163523,143.9
EK202310177884,135.3
EK202310168374,146.05
EK202310181460,153.9
EK202310164324,127.85
EK202320006373,144.35
EK202310240516,145.8
EK202310106433,139.5
EK202310104794,126.9
EK202310179826,142.05
EK202310220482,124.8
EK202310144501,161.15
EK202310236116,177.25
EK202310143566,126.5
EK202310244286,138.85
EK202310117364,129.4
EK202310182812,133.55
EK202310165290,153.15
EK202310175655,132.95
EK202310191765,137.5
EK202310175575,140.55
EK202310190556,127.3
EK202310109849,143.15
EK202310125361,146.5
EK202310117657,141.25
EK202310166741,146.15
EK202310152997,154.3
EK202310197388,166.55
EK202310131984,140.7
EK202310219422,127.9
EK202310121522,128.5
EK202310175245,154.1
EK202310195205,157.9
EK202310108650,132.6
EK202310181782,144.95
EK202310115038,146.3
EK202310158797,129.4
EK202310170666,165.4
EK202310168966,124.7
EK202310214825,168.6
EK202310120494,136.7
EK202310220603,138.05
EK202310225685,122.55
EK202310223164,138.9
EK202310162099,140.95
EK202310181378,126.75
EK202310206274,153.05
EK202310245110,130.75
EK202310149953,173.0
EK202310200512,136.9
EK202310195166,137.8
EK202310181696,157.3
EK202310246293,115.45
EK202310112958,132.95
EK202310144239,127.9
EK202310112531,139.8
EK202310215394,187.7
EK202310214916,147.95
EK202310135655,151.15
EK202310234936,136.5
EK202310216594,141.95
EK202310221025,134.5
EK202310111609,156.2
EK202310213129,141.85
EK202310117137,147.85
EK202310239490,139.15
EK202310157671,137.35
EK202310188165,140.8
EK202310134859,124.05
EK202310183908,165.25
EK202310147406,152.4
EK202310175129,117.2
EK202310164780,152.35
EK202310227743,133.8
EK202310120706,147.5
EK202310118366,140.95
EK202310106692,139.35
EK202310190791,154.75
EK202310208607,149.2
EK202310170692,165.15
EK202310225887,146.55
EK202310182352,136.3
EK202310185880,135.15
EK202310178297,146.65
EK202310195149,155.65
EK202310231610,135.25
EK202310137276,130.1
EK202310184484,164.3
EK202310121199,136.05
EK202310125536,140.95
EK202310213706,140.35
EK202310135204,149.15
EK202310247699,137.45
EK202310217787,126.95
EK202310182191,145.0
EK202310198529,141.3
EK202310220299,129.8
EK202310188677,142.75
EK202310232253,135.65
EK202310164691,152.95
EK202310103832,126.8
EK202310149722,138.6
EK202310198859,148.0
EK202310234749,144.15
EK202310104566,128.55
EK202310211383,145.45
EK202310170287,148.1
EK202310150824,148.25
EK202310171304,132.0
EK202310193205,169.55
EK202320006114,158.9
EK202310135524,126.2
EK202310192025,143.5
EK202310170020,169.5
EK202310198095,149.95
EK202310105801,155.05
EK202310177479,139.15
EK202310108455,140.65
EK202310165998,126.45
EK202310122714,136.7
EK202310164202,159.45
EK202310226026,147.65
EK202310223682,147.95
EK202310116148,126.05
EK202310210129,138.25
EK202310242087,147.55
EK202310116328,145.4
EK202310217261,168.65
EK202310106484,155.8
EK202310157473,136.7
EK202310198511,125.6
EK202310217751,130.0
EK202310168432,160.0
EK202310151251,145.85
EK202310120767,131.8
EK202310127801,143.4
EK202310118354,142.7
EK202310209195,153.35
EK202310172035,139.95
EK202310114626,142.2
EK202310144629,152.65
EK202310185061,138.8
EK202310174592,134.4
EK202310164708,180.1
EK202310149304,143.75
EK202310170289,122.55
EK202310213861,152.55
EK202310126098,132.2
EK202310133915,151.0
EK202310148594,134.0
EK202310116687,138.35
EK202310171866,132.85
EK202310147735,135.2
EK202310105679,158.3
EK202310248635,130.0
EK202310139369,133.0
EK202310105974,143.9
EK202310104978,124.55
EK202310174467,145.7
EK202310124199,128.5
EK202310135676,133.5
EK202310146763,128.1
EK202310205937,124.45
EK202310135445,141.1
EK202310109193,115.4
EK202310161169,158.1
EK202310204092,152.1
EK202310202680,140.15
EK202310172794,129.4
EK202310217791,121.3
EK202310158468,137.9
EK202310149937,146.8
EK202310166789,145.4
EK202310159167,158.35
EK202310125029,138.4
EK202310203531,145.0
EK202310181665,141.1
EK202310142148,146.8
EK202310166843,160.0
EK202310161022,147.6
EK202310118997,130.35
EK202310239449,143.85
EK202310210440,135.7
EK202310205614,138.35
EK202310179227,151.25
EK202310143023,133.25
EK202310178605,142.35
EK202310151926,150.5
EK202310205156,177.8
EK202310227477,153.85
EK202310118582,143.0
EK202310145669,146.45
EK202310181578,144.9
EK202310193806,174.2
EK202310233863,136.4
EK202310111982,135.55
EK202310228092,147.2
EK202310117791,126.4
EK202310174095,144.55
EK202310199167,134.3
EK202310147864,149.2
EK202310136545,125.35
EK202310004781,130.05
EK202310110648,122.85
EK202310187608,125.5
EK202310212121,145.55
EK202310200654,151.8
EK202310110670,125.7
EK202310148332,149.3
EK202310198602,144.05
EK202310162570,152.8
EK202310105840,133.1
EK202310216931,145.75
EK202310152841,175.85
EK202310107705,143.2
EK202310178316,148.45
EK202310147750,128.05
EK202310110434,142.95
EK202310219134,132.95
EK202310207502,139.6
EK202310137524,149.2
EK202310237806,127.45
EK202310248546,149.8
EK202310246510,145.85
EK202310215312,163.55
